mcq_id,question,difficulty,correct_option,option_b,option_c,option_d,topic,topic_name,option_a,id
476,The adjacency matrix of the attached directed graph is,1,"$\begin{pmatrix}
0 & 1 & 0 & 0 & 1\\
1 & 0 & 1 & 1 & 0\\	
0 & 1 & 0 & 1 & 0\\
0 & 1 & 1 & 0 & 1\\ 
1 & 0 & 0 & 1 & 0 
\end{pmatrix}$","$\begin{pmatrix}
1 & 0 & 0 & 0 & 0 & 1 \\
1 & 1 & 1 & 0 & 0 & 0 \\	
0 & 1 & 0 & 1 & 0 & 0 \\ 
0 & 0 & 1 & 1 & 1 & 0 \\
0 & 0 & 0 & 0 & 1 & 1
\end{pmatrix}$","$\begin{pmatrix}
0 & 1 & 0 & 0 & 1\\
1 & 1 & 0 & 1 & 1\\	
0 & 0 & 0 & 0 & 1\\
0 & 1 & 0 & 0 & 0\\ 
1 & 1 & 1 & 0 & 0
end{pmatrix}$","$\begin{pmatrix}
-1 & 0 & 0 & 0 & 0 & 1 \\
1 &-1 &-1 & 0 & 0 & 0 \\	
0 & 1 & 0 &-1 & 0 & 0 \\ 
0 & 0 & 1 & 1 & 1 & 0 \\
0 & 0 & 0 & 0 &-1 &-1
\end{pmatrix}$",22,Graph Theory,"$\begin{pmatrix}
0 & 1 & 0 & 0 & 1\\
1 & 0 & 1 & 1 & 0\\	
0 & 1 & 0 & 1 & 0\\
0 & 1 & 1 & 0 & 1\\ 
1 & 0 & 0 & 1 & 0 
\end{pmatrix}$",376
477,"An orientation of a graph can be achieved by replacing each non ordered pair of vertices $\{x,\:y\}$, which is an edge, by one of the ordered pairs $(x,\:y)$ or $(y,\:x)$.
How many non isomorphic orientations of $K_3$ are there?",4,$2$,$1$,$3$,$4$,22,Graph Theory,$2$,377
478,The attached graph has incidence matrix:,3,"$\begin{pmatrix}
1 & 0 & 0 & 1 & 0 & 1 & 0\\
1 & 1 & 0 & 0 & 0 & 0 & 1\\	
0 & 1 & 1 & 0 & 0 & 1 & 0\\ 
0 & 0 & 1 & 1 & 1 & 0 & 1\\
0 & 0 & 0 & 0 & 1 & 0 & 0\\
\end{pmatrix}$","$\begin{pmatrix}
1 & 1 & 0 & 0 & 0 & 0 & 1\\
0 & 0 & 1 & 1 & 0 & 1 & 1\\	
0 & 0 & 1 & 0 & 1 & 0 & 0\\ 
0 & 1 & 0 & 1 & 1 & 0 & 0\\
1 & 0 & 0 & 0 & 0 & 1 & 0\\
\end{pmatrix}$","$\begin{pmatrix}
1 & 1 & 0 & 0 & 0 & 1 \\
0 & 0 & 1 & 1 & 0 & 1 \\	
1 & 0 & 1 & 0 & 1 & 0 \\ 
0 & 1 & 0 & 1 & 1 & 0 \\
\end{pmatrix}$","$\begin{pmatrix}
1 & 1 & 0 & 0 & 0 & 1 & 0\\
0 & 0 & 1 & 1 & 0 & 1 & 1\\	
1 & 0 & 1 & 0 & 1 & 0 & 0\\ 
0 & 1 & 0 & 1 & 1 & 0 & 1\\
\end{pmatrix}$",22,Graph Theory,"$\begin{pmatrix}
1 & 0 & 0 & 1 & 0 & 1 & 0\\
1 & 1 & 0 & 0 & 0 & 0 & 1\\	
0 & 1 & 1 & 0 & 0 & 1 & 0\\ 
0 & 0 & 1 & 1 & 1 & 0 & 1\\
0 & 0 & 0 & 0 & 1 & 0 & 0\\
\end{pmatrix}$",378
479,A bridge $uv$ is an edge of a connected graph whose removal leaves the graph disconnected. Which is the true sentence?,4,Every edge in a tree is a bridge.,No circuit includes the bridge $uv$.,Vertex $u$ and vertex $v$ do not have adjacent vertices in common.,Vertex $u$ and vertex $v$ have the same degree.,22,Graph Theory,Every edge in a tree is a bridge.,379
480,"The complete graph $K_{m,n}$ has:",3,$m\times n$ edges.,$m+n$ edges.,odd cycles.,$m \times n$ vertices.,22,Graph Theory,$m\times n$ edges.,380
481,Which of the following sentences is not equivalent to the other three for a connected graph $G$?,4,$G$ contains a tree.,$G$ is Eulerian.,The degree of every vertex is even.,$G$ is a disjoint union of cycles.,22,Graph Theory,$G$ contains a tree.,381
482,"How many more edges are there in the complete graph $K_7$ than in the complete
graph $K_5$?",3,$11$,$10$,$12$,$9$,22,Graph Theory,$11$,382
483,Differentiate $\displaystyle{y=\dfrac{\left(3x^5-2\right)^4}{\left(3x^3+4\right)^3}}$.,3,$\displaystyle{\frac{dy}{dx}} = \dfrac{3x^2\left(3x^5-2\right)^3\left(33x^5+80x^2+18\right)}{\left(3x^3+4\right)^4}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{3x^3\left(3x^5-2\right)^3\left(33x^5+80x^3+18\right)}{\left(3x^3+4\right)^4}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{3x^2\left(3x^5-2\right)^4\left(33x^5+80x^2+18\right)}{\left(3x^3+4\right)^3}$,$\displaystyle{\frac{dy}{dx}} = \dfrac{3x^2\left(3x^5+2\right)^3\left(33x^5-80x^2+18\right)}{\left(3x^3+4\right)^4}$,4,Differentiation,$\displaystyle{\frac{dy}{dx}} = \dfrac{3x^2\left(3x^5-2\right)^3\left(33x^5+80x^2+18\right)}{\left(3x^3+4\right)^4}$,383
484,Differentiate $y=\displaystyle{(x^4+5)^2\sqrt{2x^2+4}}$.,4,"$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(x^4+5\right)^2}{\sqrt{2x^2+4}}+8x^3\sqrt{2x^2+4}\left(x^4+5\right)$
",$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(x^4+5\right)}{\sqrt{2x^2+4}}+8x^3\sqrt{2x^2+4}\left(x^4+5\right)$,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(x^4+5\right)^2}{\sqrt{2x^2+4}}+8x\sqrt{2x^2+4}\left(x^4+5\right)$,$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(x^4+5\right)}{\sqrt{2x^2+4}}+8x\sqrt{2x^2+4}\left(x^4+5\right)$,4,Differentiation,"$\displaystyle{\frac{dy}{dx}} = \dfrac{2x\left(x^4+5\right)^2}{\sqrt{2x^2+4}}+8x^3\sqrt{2x^2+4}\left(x^4+5\right)$
",384
485,"Customers are used to evaluate preliminary product designs. In the past, $95\%$ of highly successful products received good reviews, $60\%$ of moderately successful products received good reviews, and $10\%$ of poor products received good reviews. In addition, $40\%$ of products have been highly successful, $35\%$ have been moderately successful, and $25\%$ have been poor products. If a roduct does not attain a good review, what is the probability that it will be a highly successful product?",4,$0.052$,$0.615$,$0.618$,$0.385$,17,Probability ,$0.052$,385
486,"A box contains $3$ red balls, $5$ green balls and $7$ blue balls. If two balls are drawn from the box at random, with no replacement, what is the probability that both show the same colour?",1,$0.324$,$0.302$,$0.676$,$0.631$,17,Probability ,$0.324$,386
487,"A box contains $3$ red balls, $5$ green balls and $7$ blue balls. If two balls are drawn from the box at random, returning the first ball to the box before drawing the second one, what is the probability that both show the same colour?",2,$0.369$,$0.324$,$0.676$,$0.631$,17,Probability ,$0.369$,387
488,"A box contains $3$ red balls, $5$ green balls and $7$ blue balls. If two balls are drawn from the box at random, with no replacement, find the probability of drawing balls with different colours.",1,$0.676$,$0.324$,$0.302$,$0.631$,17,Probability ,$0.676$,388
489,"A box contains $3$ red balls, $5$ green balls and $7$ blue balls. If two balls are drawn from the box at random, returning the first ball to the box before drawing the second one, find the probability of drawing balls with different colours.",1,$0.631$,$0.676$,$0.324$,$0.302$,17,Probability ,$0.631$,389
490,"The figure displays an irrigation system for a small flowerbed. $A$, $B$ and $C$ are water sprinklers. Assume that, for water to get from $X$ to $Y$, it can go either through $A$ and $B$, or through $C$, or both ways. Water can only get through if the sprinklers are working, according to the following probabilities: $P(A)=95\%$, $P(B)=95\%$, $P(C)=90\%$. Calculate the probability of water getting through from $X$ to $Y$.",4,$0.990$,$0.088$,$0.090$,$0.010$,17,Probability ,$0.990$,390
491,"The figure displays an irrigation system for a small flowerbed. $A$, $B$ and $C$ are water sprinklers. Assume that, for water to get from $X$ to $Y$, it can go either through $A$ and $B$, or through $C$, or both ways. Water can only get through if the sprinklers are working, according to the following probabilities: $P(A)=95\%$, $P(B)=95\%$, $P(C)=90\%$. Calculate the probability of water not being able to get through from $X$ to $Y$.",4,$0.010$,$0.088$,$0.090$,$0.990$,17,Probability ,$0.010$,391
492,Tickets numbered from $1$ to $20$ are mixed up and then a ticket is drawn at random. What is the probability that the ticket drawn has a number which is a multiple of $2$ or $5$?,3,$\dfrac{6}{10}$,$\dfrac{1}{10}$,$\dfrac{2}{10}$,$\dfrac{1}{5}$,17,Probability ,$\dfrac{6}{10}$,392
493,Which set of numbers stands for the lengths of the sides of a triangle?,1,"$\left\{2,4,5\right\}$.","$\left\{3,3,6\right\}$.","$\left\{2,4,8\right\}$.","$\left\{1,3,7\right\}$.",7,Fundamental Mathematics,"$\left\{2,4,5\right\}$.",393
494,The amplitude of an exterior angle of a regular hexagon is,4,$60^\circ$.,$120^\circ$.,$30^\circ$.,$90^\circ$.,7,Fundamental Mathematics,$60^\circ$.,394
495,The amplitude of an interior angle of a regular octagon is,2,$135^\circ$.,$125^\circ$.,$140^\circ$.,$130^\circ$.,7,Fundamental Mathematics,$135^\circ$.,395
496,Choose the value that corresponds to the sum of the amplitudes of the internal angles of an octagon.,1,$1080^\circ$.,$900^\circ$.,$360^\circ$.,$1440^\circ$.,7,Fundamental Mathematics,$1080^\circ$.,396
497,"Knowing that $P$ is a parallelogram, indicate what you can say about $P$.",2,The sum of the amplitudes of the internal angles of $P$ is $360^\circ$.,$P$ has four acute angles.,$P$ has four right angles.,$P$ has two congruent diagonals. ,7,Fundamental Mathematics,The sum of the amplitudes of the internal angles of $P$ is $360^\circ$.,397
498,Choose the true statement.,1,A scalene triangle can have three acute angles.,There is an equilateral triangle with a right angle.,A scalene triangle can have two congruent angles.,An isosceles triangle can have three geometrically different angles.,7,Fundamental Mathematics,A scalene triangle can have three acute angles.,398
499,"Consider that $T$ is a right-angled triangle. 
Choose the true statement.",3,"$T$ has three sides with lengths $4 cm$, $3 cm$ and $5 cm$.","$T$ has three sides with lengths $4 cm$, $3 cm$ and $6 cm$.",$T$ may have an obtuse angle.,The amplitude of the other angles of $T$ is $45^\circ$.,7,Fundamental Mathematics,"$T$ has three sides with lengths $4 cm$, $3 cm$ and $5 cm$.",399
500,Choose the true statement.,1,"If $T$ is an equilateral triangle, then $T$ is an acute triangle.","If $T$ is an acute triangle, then $T$ is an equilateral triangle.","If $T$ is a right triangle, then $T$ is a scalene triangle.","If $T$ is an obtuse triangle, then $T$ is an isosceles triangle.",7,Fundamental Mathematics,"If $T$ is an equilateral triangle, then $T$ is an acute triangle.",400
501,The total area (expressed in a given measure unit) of this cylinder is:,4,$2\pi a(a+b)$.,$2\pi b(a+b)$.,$\pi a (2a+b)$.,$\pi a (a+2b)$.,7,Fundamental Mathematics,$2\pi a(a+b)$.,401
502,"Consider a dilation (an isotropic scaling) of centre $O$ and scale factor $r$.
Choose the correct statement.",4,The original figure and its transformed are always similar.,If $r = 2$ the dilation corresponds to a translation.,If $r>1$ the dilation is an isometry.,The original figure and its transformed are always congruent.,7,Fundamental Mathematics,The original figure and its transformed are always similar.,402
503,Indicate which geometric transformation always preserves the direction and orientation of directed line segments.,3,Translation.,Rotation.,Reflection.,Glide reflection.,7,Fundamental Mathematics,Translation.,403
504,Indicate which of the following geometrical transformations is not an isometry.,3,"Dilation (isotropic scaling) of centre $(0,0)$ and scale factor $2$.","Translation associated to vector $\stackrel{\rightarrow}{u} = (2,3)$.","Rotation of centre $(0,0)$ and amplitude (angle) $90^\circ$.",Line of reflection $y=x$.,7,Fundamental Mathematics,"Dilation (isotropic scaling) of centre $(0,0)$ and scale factor $2$.",404
505,"Considering the similarity criteria of triangles, choose the correct statement.",3,Two scalene triangles are similar if two internal angles of one of them are congruent to two of the internal angles of the other.,Two isosceles triangles are similar if the length of two sides of one of them is directly proportional to the length of two sides of the other.,Two right triangles are always similar.,Two scalene triangles are never similar.,7,Fundamental Mathematics,Two scalene triangles are similar if two internal angles of one of them are congruent to two of the internal angles of the other.,405
506,Find the correct relationship between the type of triangle and the number of lines of symmetry.,1,An equilateral triangle has 3 lines of symmetry.,An isosceles triangle has 2 lines of symmetry.,A scalene triangle has 1 line of symmetry.,An equilateral triangle has 6 lines of symmetry.,7,Fundamental Mathematics,An equilateral triangle has 3 lines of symmetry.,406
507,A square allows for:,3,4 reflectional symmetries and 4 rotational symmetries.,4 reflectional symmetries and 8 rotational symmetries.,8 reflectional symmetries and 4 rotational symmetries.,8 reflectional symmetries and 8 rotational symmetries.,7,Fundamental Mathematics,4 reflectional symmetries and 4 rotational symmetries.,407
508,A regular pentagon allows for five rotational symmetries. Which are the amplitudes of such rotational symmetries:,4,"$72^\circ$, $144^\circ$, $216^\circ$, $288^\circ$ and $360^\circ$.","$36^\circ$, $72^\circ$, $108^\circ$, $144^\circ$ and $180^\circ$.","$36^\circ$, $72^\circ$, $144^\circ$, $288^\circ$, $360^\circ$.","$90^\circ$, $180^\circ$, $270^\circ$, $360^\circ$, $450^\circ$.",7,Fundamental Mathematics,"$72^\circ$, $144^\circ$, $216^\circ$, $288^\circ$ and $360^\circ$.",408
509,A regular hexagon allows for:,2,$6$ rotational symmetries.,$3$ reflectional symmetries.,$9$ reflectional symmetries.,$12$ rotational symmetries.,7,Fundamental Mathematics,$6$ rotational symmetries.,409
510,Choose the incorrect statement.,4,Reflection is the sole isometry that does not preserve the correct direction. ,An isometry is a geometrical transformation in which the original figure and its transformed are congruent.,A transformation is a similarity.,Rotation and translation are isometries that preserve the orientation of the angles.,7,Fundamental Mathematics,Reflection is the sole isometry that does not preserve the correct direction. ,410
511,"Consider a right-angled triangle, where the hypotenuse and one side measure 10 cm and 6 cm in length, respectively. Indicate the length of the other side.",3,8 cm ,7 cm,3 cm,4 cm,7,Fundamental Mathematics,8 cm ,411
512,"Two triangles are congruent if, from one to the other, they have:",3,A congruent side and both adjacent angles to that side also congruent.,Two congruent sides.,Two congruent angles.,Two congruent sides. And an angle which is also congruent.,7,Fundamental Mathematics,A congruent side and both adjacent angles to that side also congruent.,412
513,"Imagine a triangle whose sides are of length $8 cm, 6 cm$ and $3 cm$:",1,The triangle is scalene.,The triangle is isosceles.,The triangle is acute-angled.,The triangle only has an angle with amplitude less than $90^\circ$.,7,Fundamental Mathematics,The triangle is scalene.,413
514,Imagine a triangle whose amplitude of two of the angles is  $70^\circ$ and $30^\circ$:,1,The triangle is acute-angled.,The triangle is straight.,The triangle is obtuse-angled.,The triangle is isosceles.,7,Fundamental Mathematics,The triangle is acute-angled.,414
515,"In quadrilateral $[ABCD]$ the diagonals are congruent, orthogonal, they are bisectors of the internal angles and intersect in the median point which is a symmetry center. $[ABCD]$ is a:",4,Square.,Rhombus.,Rectangle.,Oblique parallelogram.,7,Fundamental Mathematics,Square.,415
516,In a rectangle:,2,There are two lines of symmetry and their diagonals are congruent and intersecting the median point which is a symmetry centre.,There is just one line of symmetry and its diagonals are congruent and intersect in the median point which is a symmetry centre.,There are two lines of symmetry and their diagonals are congruent and intersect in the median point.,There are four lines of symmetry and their diagonals are congruent and intersect in the median point which is a symmetry centre.,7,Fundamental Mathematics,There are two lines of symmetry and their diagonals are congruent and intersecting the median point which is a symmetry centre.,416
517,In an isosceles trapezoid:,3,The straight line which crosses the median points is a line of symmetry.,The sides are congruent two by two.,There are two lines of symmetry.,Diagonals bisect.,7,Fundamental Mathematics,The straight line which crosses the median points is a line of symmetry.,417
518,Mark the true statement.,4,The sum of the amplitudes of the external angles of any triangle is always equal to $360^\circ$.,The sum of the amplitudes of the external angles of a convex quadrilateral is always equal to $540^\circ$.,The sum of the amplitudes of the external angles of a convex pentagon is always equal to  $720^\circ$.,The sum of the amplitudes of the external angles of a convex hexagon is always equal to $900^\circ$.,7,Fundamental Mathematics,The sum of the amplitudes of the external angles of any triangle is always equal to $360^\circ$.,418
519,The sum of the amplitudes of the internal angles of a convex polygon with five sides is:,4,$540^\circ$. ,$360^\circ$.,$900^\circ$.,$720^\circ$.,7,Fundamental Mathematics,$540^\circ$. ,419
520,Choose the correct statement.,4,The sum of the amplitudes of the external angles of any convex polygon is $360^\circ$.,The sum of the external angles of any convex polygon is $180^\circ$.,The sum of the external angles of any convex polygon is $720^\circ$.,"The sum of the external angles of any convex polygon is $\left(n - 2\right)\times 180^\circ$, where $n$ is the number of sides of the polygon.",7,Fundamental Mathematics,The sum of the amplitudes of the external angles of any convex polygon is $360^\circ$.,420
521,A polygon is regular when:,2,All its sides have the same length and all angles have the same amplitude.,The parallel sides have the same length and opposite angles have the same amplitude.,All the angles have the same amplitude.,All the sides have the same length.,7,Fundamental Mathematics,All its sides have the same length and all angles have the same amplitude.,421
522,Each external angle of a given polygon has $60^\circ$ amplitude. Which is the sum of the amplitudes of the internal angles of this polygon? ,4,$720^\circ$ ,$180^\circ$,$540^\circ$,$360^\circ$,7,Fundamental Mathematics,$720^\circ$ ,422
523,The diagonal of a polygon is:,2,A straight line segment whose endpoints are two non-consecutive vertices.,A straight line segment uniting the median points of two consecutive sides.,A straight line through two non-consecutive vertices.,A semi-straight line whose origin is one of the vertices of the polygon and goes through the opposite vertice.,7,Fundamental Mathematics,A straight line segment whose endpoints are two non-consecutive vertices.,423
524,"In a cartesian referential two consecutive vertices $A$ and $B$, of a parallelogram $\left[ABCD\right]$ were marked, together with point $M$ corresponding to the intersection of its diagonals. Knowing that the coordinates of points $A$, $B$ and $M$ are  $\left(-1,-3\right)$, $\left(3,-3\right)$  and $\left(2,0\right)$, respectively, the coordinates of points $C$ and $D$ are:",4,"$C(5,3)$ and $D(1,3)$","$C(5,2)$ and $D(3,2)$","$C(2,3)$ and $D(1,3)$","$C(5,3)$ and $D(3,2)$",7,Fundamental Mathematics,"$C(5,3)$ and $D(1,3)$",424
525,"Find  $\displaystyle\int_{0}^{2}\int_{x}^{x^2} y^2x \, dy dx$.",2,"$\displaystyle \frac{128}{15} $ 
","$\displaystyle\frac{65}{7}$
","$\displaystyle -\frac{208}{9}$
",$\displaystyle \frac{208}{9}$,5,Integration,"$\displaystyle \frac{128}{15} $ 
",425
526,"Find $\displaystyle\iint\limits_D 3 - x - y\, dA$ , where $D = [1, 3] \times [1, 2]$.",2,"$\displaystyle -1$
","$\displaystyle 8$
","$\displaystyle 1$
",$\displaystyle -2$,5,Integration,"$\displaystyle -1$
",426
527,"Find $\displaystyle\iint\limits_D 3 - x - y\, dx dy$, where $\displaystyle D =\{ (x, y) \in \mathbb{R}^2: 2\leq y \leq 3 , 1\leq x \leq y\}$.",4,"$-2$
","$4$ 
","$\displaystyle \frac{7}{9}$
",$2$ ,5,Integration,"$-2$
",427
528,"Reverse the order of integration in $\displaystyle\int_{0}^{6}\int_{\frac{x}{3}}^{2} f(x, y) \, dy dx$.",3,"$\displaystyle\int_{0}^{2}\int_{0}^{3y} f(x, y) \, dx dy$ 
","$\displaystyle\int_{\frac{x}{3}}^{2}\int_{0}^{6} f(x, y) \, dx dy$","$\displaystyle\int_{6}^{0}\int_{2}^{\frac{y}{3}} f(x, y) \, dx dy$","$\displaystyle\int_{0}^{2}\int_{0}^{\frac{y}{3}} f(x, y) \, dx dy$",5,Integration,"$\displaystyle\int_{0}^{2}\int_{0}^{3y} f(x, y) \, dx dy$ 
",428
529,"Find $\displaystyle \int_{2}^{4}\int_{-1}^{1}x^2+y^2 \, dxdy$.",2,$\displaystyle \frac{116}{3}$,$\displaystyle \frac{118}{3}$,$\displaystyle \frac{116}{4}$,$\displaystyle \frac{118}{4}$,5,Integration,$\displaystyle \frac{116}{3}$,429
530,"Find $\displaystyle \int_{0}^{1}\int_{0}^{x^2}\,  dydx$.",4,"$\displaystyle \frac{1}{3}$
",$\displaystyle 1$ ,"$\displaystyle \frac{2}{3}$
",$\displaystyle 3$,5,Integration,"$\displaystyle \frac{1}{3}$
",430
531,"Find $\displaystyle \int_{1}^{3}\int_{0}^{1}1+4xy \,  dxdy$.",2,"$\displaystyle 10$
","$\displaystyle 12$ 
","$\displaystyle \frac{31}{3}$
",$\displaystyle y+y^2$,5,Integration,"$\displaystyle 10$
",431
532,"Find $\displaystyle \int_{0}^{1}\int_{y^2}^{y}x^m+y^n\,  dxdy$ with $m,n>0$.",3,"$\displaystyle \frac{1}{(m+2)(2m+3)}+\frac{1}{(n+2)(n+3)}$ 
","$\displaystyle (m+2)(2m+3)+(n+2)(n+3)$ 
","$\displaystyle \frac{3}{20}$
",Cannot determine the double integral because of $m$ and $n$,5,Integration,"$\displaystyle \frac{1}{(m+2)(2m+3)}+\frac{1}{(n+2)(n+3)}$ 
",432
533,"Find $\displaystyle \int_{0}^{1}\int_{-\sqrt{1-y^2}}^{1-y}1\, dx dy$.",1,"$\displaystyle \frac{\pi+2}{4}$ 
","$\displaystyle \frac{1}{4}-\frac{1}{\pi}$
","$\displaystyle \frac{3\pi +4}{12}$
",$\displaystyle \frac{3\pi -4}{12}$,5,Integration,"$\displaystyle \frac{\pi+2}{4}$ 
",433
534,"Reverse the order of integration of $\displaystyle\int_{0}^{4}\int_{\frac{y}{4}}^{y} f(x, y) \, dx dy$.",1,"$\displaystyle\int_{0}^{1}\int_{x}^{4x} f(x, y) \, dy dx  + \displaystyle\int_{1}^{4}\int_{x}^{4} f(x, y) \, dy dx $  
","$\displaystyle\int_{\frac{y}{4}}^{y}\int_{0}^{4} f(x, y) \, dydx$
","$\displaystyle\int_{x}^{4x}\int_{0}^{1} f(x, y) \, dy dx  + \displaystyle\int_{x}^{4}\int_{2}^{4} f(x, y) \, dy dx $
","$\displaystyle\int_{4y}^{6}\int_{4}^{9}f(x, y)\, dy dx$",5,Integration,"$\displaystyle\int_{0}^{1}\int_{x}^{4x} f(x, y) \, dy dx  + \displaystyle\int_{1}^{4}\int_{x}^{4} f(x, y) \, dy dx $  
",434
535,"Reverse the order of integration of the: $\displaystyle\int_{0}^{3}\int_{x^2}^{9} f(x, y) \, dy dx$.",1,"$\displaystyle\int_{0}^{9}\int_{0}^{\sqrt{y}} f(x, y) \, dx dy$ 
","$\displaystyle\int_{x^2}^{9}\int_{0}^{3} f(x, y) \, dx dy$
","$\displaystyle\int_{0}^{3}\int_{y^2}^{9} f(x, y) \, dx dy$
","$\displaystyle\int_{0}^{\sqrt{y}}\int_{0}^{9}f(x, y)\, dx dy$",5,Integration,"$\displaystyle\int_{0}^{9}\int_{0}^{\sqrt{y}} f(x, y) \, dx dy$ 
",435
536,Find the area of the region bounded by  $\displaystyle y=1-x^2$ and $\displaystyle y=x^2-3$.,3,"$\displaystyle\frac{16\sqrt{2}}{3}$
","$\displaystyle\frac{16\sqrt{3}}{3}$ 
","$\displaystyle\frac{18\sqrt{2}}{3}$ 
",$\displaystyle\frac{16\sqrt{2}}{5}$,5,Integration,"$\displaystyle\frac{16\sqrt{2}}{3}$
",436
537,"Change the order of integration of $\displaystyle \int_{0}^{1}\int_{-\sqrt{1-y^2}}^{1-y}x^2+y^2\, dx dy$. ",1,"$\displaystyle \int_{-1}^{0}\int_{0}^{\sqrt{1-x^2}}x^2+y^2\, dy dx + \int_{0}^{1}\int_{0}^{-x+1}x^2+y^2 \, dy dx$ 
","$\displaystyle \int_{0}^{1}\int_{-\sqrt{1-y^2}}^{1-y}x^2+y^2\, dy dx$ 
","$\displaystyle \int_{-1}^{0}\int_{0}^{\sqrt{1-x^2}}x^2+y^2\, dy dx$
","$\displaystyle \int_{0}^{\sqrt{1-x^2}}\int_{-1}^{0}x^2+y^2\, dy dx + \int_{0}^{-x+1}\int_{0}^{1}x^2+y^2\, dy dx$",5,Integration,"$\displaystyle \int_{-1}^{0}\int_{0}^{\sqrt{1-x^2}}x^2+y^2\, dy dx + \int_{0}^{1}\int_{0}^{-x+1}x^2+y^2 \, dy dx$ 
",437
